Id,event_id,title,title2,pos,knockout,start_at,end_at,auto,created_at,updated_at
173,14,35. Runde,,35,False,2012-05-13,2012-05-13,False,2014-10-17T00:54:28.8358220-04:00,2014-10-17T00:54:28.9036810-04:00
174,14,36. Runde,,36,False,2012-05-17,2012-05-17,False,2014-10-17T00:54:28.8634730-04:00,2014-10-17T00:54:28.9057510-04:00
175,15,Viertelfinale,,1,False,2012-04-10,2012-04-11,False,2014-10-17T00:54:28.9618640-04:00,2014-10-17T00:54:29.0050840-04:00
176,15,Halbfinale,,2,False,2012-05-01,2012-05-02,False,2014-10-17T00:54:28.9834700-04:00,2014-10-17T00:54:29.0080130-04:00
177,15,Finale,,3,False,2012-05-20,2012-05-20,False,2014-10-17T00:54:28.9969550-04:00,2014-10-17T00:54:29.0110120-04:00
178,16,1. Runde,,1,False,2012-07-21,2012-07-25,False,2014-10-17T00:54:29.0551160-04:00,2014-10-17T00:54:29.5797070-04:00
179,16,2. Runde,,2,False,2012-07-28,2012-07-29,False,2014-10-17T00:54:29.0856860-04:00,2014-10-17T00:54:29.5819300-04:00
180,16,3. Runde,,3,False,2012-08-04,2012-08-05,False,2014-10-17T00:54:29.1149690-04:00,2014-10-17T00:54:29.5840220-04:00
181,16,4. Runde,,4,False,2012-08-11,2012-08-12,False,2014-10-17T00:54:29.1386800-04:00,2014-10-17T00:54:29.5861480-04:00
182,16,5. Runde,,5,False,2012-08-18,2012-08-19,False,2014-10-17T00:54:29.1628680-04:00,2014-10-17T00:54:29.5883220-04:00
183,16,6. Runde,,6,False,2012-08-25,2012-08-26,False,2014-10-17T00:54:29.1905400-04:00,2014-10-17T00:54:29.5904670-04:00
184,16,7. Runde,,7,False,2012-09-01,2012-09-02,False,2014-10-17T00:54:29.2151870-04:00,2014-10-17T00:54:29.5926290-04:00
